words,frequency,Sentiment,Category
b,3,Neutral,SPORTS
account,3,Neutral,SPORTS
stuff,3,Neutral,SPORTS
demands,3,Neutral,SPORTS
permissions,3,Neutral,SPORTS
necessary,3,Neutral,SPORTS
functionality,3,Neutral,SPORTS
content,3,Neutral,SPORTS
opinion,3,Neutral,SPORTS
pieces,3,Neutral,SPORTS
obviously,3,Neutral,SPORTS
slanted,3,Neutral,SPORTS
cbs',3,Neutral,SPORTS
far-left,3,Neutral,SPORTS
anti-american,3,Neutral,SPORTS
political,3,Neutral,SPORTS
bias',3,Neutral,SPORTS
malicious,3,Neutral,SPORTS
ups,3,Neutral,SPORTS
opens,3,Neutral,SPORTS
virus,3,Neutral,SPORTS
uses,3,Neutral,SPORTS
technical,3,Neutral,SPORTS
support,3,Neutral,SPORTS
crashes,3,Neutral,SPORTS
ad,3,Neutral,SPORTS
login,3,Neutral,SPORTS
internet,3,Neutral,SPORTS
without,3,Neutral,SPORTS
freezing,3,Neutral,SPORTS
fantasy,3,Neutral,SPORTS
league,3,Neutral,SPORTS
eurosport,3,Neutral,SPORTS
samsung,3,Neutral,SPORTS
points,3,Neutral,SPORTS
current,3,Neutral,SPORTS
country,3,Neutral,SPORTS
da,3,Neutral,SPORTS
sure,3,Neutral,SPORTS
nothing,3,Neutral,SPORTS
telling,3,Neutral,SPORTS
plus,3,Neutral,SPORTS
works,3,Neutral,SPORTS
tried,3,Neutral,SPORTS
scheduled,3,Neutral,SPORTS
crashing,3,Neutral,SPORTS
already,3,Neutral,SPORTS
galaxy,3,Neutral,SPORTS
opened,3,Neutral,SPORTS
especially,2,Neutral,SPORTS
cards,2,Neutral,SPORTS
given,2,Neutral,SPORTS
yet,2,Neutral,SPORTS
love,115,Positive,LIFESTYLE
great,107,Positive,LIFESTYLE
good,94,Positive,LIFESTYLE
like,89,Positive,LIFESTYLE
would,64,Positive,LIFESTYLE
want,55,Positive,LIFESTYLE
easy,52,Positive,LIFESTYLE
much,49,Positive,LIFESTYLE
time,48,Positive,LIFESTYLE
diary,46,Positive,LIFESTYLE
nice,43,Positive,LIFESTYLE
write,43,Positive,LIFESTYLE
best,39,Positive,LIFESTYLE
able,38,Positive,LIFESTYLE
better,35,Positive,LIFESTYLE
recommend,35,Positive,LIFESTYLE
know,34,Positive,LIFESTYLE
also,34,Positive,LIFESTYLE
work,33,Positive,LIFESTYLE
could,32,Positive,LIFESTYLE
think,32,Positive,LIFESTYLE
phone,32,Positive,LIFESTYLE
see,31,Positive,LIFESTYLE
keep,31,Positive,LIFESTYLE
even,30,Positive,LIFESTYLE
back,29,Positive,LIFESTYLE
can't,29,Positive,LIFESTYLE
update,28,Positive,LIFESTYLE
new,28,Positive,LIFESTYLE
family,27,Positive,LIFESTYLE
many,26,Positive,LIFESTYLE
amazing,26,Positive,LIFESTYLE
things,24,Positive,LIFESTYLE
lock,24,Positive,LIFESTYLE
free,23,Positive,LIFESTYLE
wish,23,Positive,LIFESTYLE
used,23,Positive,LIFESTYLE
home,23,Positive,LIFESTYLE
old,23,Positive,LIFESTYLE
go,22,Positive,LIFESTYLE
using,22,Positive,LIFESTYLE
thing,22,Positive,LIFESTYLE
works,21,Positive,LIFESTYLE
change,21,Positive,LIFESTYLE
looking,21,Positive,LIFESTYLE
add,21,Positive,LIFESTYLE
ideas,20,Positive,LIFESTYLE
use,20,Positive,LIFESTYLE
design,20,Positive,LIFESTYLE
something,20,Positive,LIFESTYLE
open,19,Positive,LIFESTYLE
day,19,Positive,LIFESTYLE
loved,19,Positive,LIFESTYLE
version,19,Positive,LIFESTYLE
people,19,Positive,LIFESTYLE
help,19,Positive,LIFESTYLE
feelings,19,Positive,LIFESTYLE
password,19,Positive,LIFESTYLE
without,18,Positive,LIFESTYLE
well,18,Positive,LIFESTYLE
need,18,Positive,LIFESTYLE
fix,18,Positive,LIFESTYLE
try,17,Positive,LIFESTYLE
keeps,17,Positive,LIFESTYLE
accurate,17,Positive,LIFESTYLE
anyone,17,Positive,LIFESTYLE
every,16,Positive,LIFESTYLE
ads,16,Positive,LIFESTYLE
lot,16,Positive,LIFESTYLE
interesting,16,Positive,LIFESTYLE
real,16,Positive,LIFESTYLE
fixed,16,Positive,LIFESTYLE
thanks,16,Positive,LIFESTYLE
ever,16,Positive,LIFESTYLE
slow,16,Positive,LIFESTYLE
found,16,Positive,LIFESTYLE
problem,16,Positive,LIFESTYLE
camera,16,Positive,LIFESTYLE
crashes,15,Positive,LIFESTYLE
awesome,15,Positive,LIFESTYLE
tried,15,Positive,LIFESTYLE
save,15,Positive,LIFESTYLE
always,15,Positive,LIFESTYLE
thank,15,Positive,LIFESTYLE
email,15,Positive,LIFESTYLE
said,15,Positive,LIFESTYLE
working,15,Positive,LIFESTYLE
location,15,Positive,LIFESTYLE
says,14,Positive,LIFESTYLE
pictures,14,Positive,LIFESTYLE
little,14,Positive,LIFESTYLE
useful,14,Positive,LIFESTYLE
track,14,Positive,LIFESTYLE
far,14,Positive,LIFESTYLE
read,14,Positive,LIFESTYLE
code,14,Positive,LIFESTYLE
shows,14,Positive,LIFESTYLE
homes,14,Positive,LIFESTYLE
helpful,13,Positive,LIFESTYLE
stars,13,Positive,LIFESTYLE
put,13,Positive,LIFESTYLE
pretty,13,Positive,LIFESTYLE
others,2,Negative,MAPS_AND_NAVIGATION
say,13,Positive,LIFESTYLE
events,13,Positive,LIFESTYLE
different,13,Positive,LIFESTYLE
one,13,Positive,LIFESTYLE
writing,13,Positive,LIFESTYLE
life,13,Positive,LIFESTYLE
right,13,Positive,LIFESTYLE
htc,13,Positive,LIFESTYLE
simple,12,Positive,LIFESTYLE
happy,12,Positive,LIFESTYLE
days,12,Positive,LIFESTYLE
look,12,Positive,LIFESTYLE
amazing!,12,Positive,LIFESTYLE
helps,12,Positive,LIFESTYLE
definitely,12,Positive,LIFESTYLE
search,12,Positive,LIFESTYLE
private,12,Positive,LIFESTYLE
downloaded,12,Positive,LIFESTYLE
safe,12,Positive,LIFESTYLE
page,11,Positive,LIFESTYLE
find,11,Positive,LIFESTYLE
times,11,Positive,LIFESTYLE
options,11,Positive,LIFESTYLE
issues,11,Positive,LIFESTYLE
access,11,Positive,LIFESTYLE
got,11,Positive,LIFESTYLE
first,11,Positive,LIFESTYLE
perfect,11,Positive,LIFESTYLE
whenever,11,Positive,LIFESTYLE
place,11,Positive,LIFESTYLE
sure,11,Positive,LIFESTYLE
though,10,Positive,LIFESTYLE
dont,10,Positive,LIFESTYLE
however,10,Positive,LIFESTYLE
since,10,Positive,LIFESTYLE
maybe,10,Positive,LIFESTYLE
ur,10,Positive,LIFESTYLE
create,10,Positive,LIFESTYLE
anything,10,Positive,LIFESTYLE
set,10,Positive,LIFESTYLE
mind,10,Positive,LIFESTYLE
happened,10,Positive,LIFESTYLE
express,10,Positive,LIFESTYLE
sometimes,10,Positive,LIFESTYLE
watch,10,Positive,LIFESTYLE
loading,10,Positive,LIFESTYLE
error,9,Positive,LIFESTYLE
others,1,Neutral,MAPS_AND_NAVIGATION
start,9,Positive,LIFESTYLE
time,24,Negative,LIFESTYLE
like,20,Negative,LIFESTYLE
can't,16,Negative,LIFESTYLE
even,16,Negative,LIFESTYLE
slow,16,Negative,LIFESTYLE
hate,15,Negative,LIFESTYLE
waste,15,Negative,LIFESTYLE
phone,13,Negative,LIFESTYLE
useless,13,Negative,LIFESTYLE
update,12,Negative,LIFESTYLE
bad,11,Negative,LIFESTYLE
want,11,Negative,LIFESTYLE
worst,11,Negative,LIFESTYLE
fix,11,Negative,LIFESTYLE
terrible,11,Negative,LIFESTYLE
diary,11,Negative,LIFESTYLE
work,11,Negative,LIFESTYLE
would,11,Negative,LIFESTYLE
open,10,Negative,LIFESTYLE
new,10,Negative,LIFESTYLE
old,10,Negative,LIFESTYLE
wish,9,Negative,LIFESTYLE
lot,9,Negative,LIFESTYLE
data,9,Negative,LIFESTYLE
never,9,Negative,LIFESTYLE
much,8,Negative,LIFESTYLE
load,8,Negative,LIFESTYLE
need,8,Negative,LIFESTYLE
use,8,Negative,LIFESTYLE
ads,7,Negative,LIFESTYLE
every,7,Negative,LIFESTYLE
could,7,Negative,LIFESTYLE
also,7,Negative,LIFESTYLE
take,7,Negative,LIFESTYLE
times,7,Negative,LIFESTYLE
back,7,Negative,LIFESTYLE
number,7,Negative,LIFESTYLE
keeps,7,Negative,LIFESTYLE
twitter,7,Negative,LIFESTYLE
property,7,Negative,LIFESTYLE
give,6,Negative,LIFESTYLE
r,6,Negative,LIFESTYLE
add,6,Negative,LIFESTYLE
long,6,Negative,LIFESTYLE
others,2,Neutral,FOOD_AND_DRINK
unable,6,Negative,LIFESTYLE
using,6,Negative,LIFESTYLE
version,6,Negative,LIFESTYLE
working,6,Negative,LIFESTYLE
application,6,Negative,LIFESTYLE
sure,6,Negative,LIFESTYLE
ever,6,Negative,LIFESTYLE
vogue,6,Negative,LIFESTYLE
sign,6,Negative,LIFESTYLE
order,6,Negative,LIFESTYLE
option,5,Negative,LIFESTYLE
type,5,Negative,LIFESTYLE
good,5,Negative,LIFESTYLE
face,5,Negative,LIFESTYLE
anything,5,Negative,LIFESTYLE
single,5,Negative,LIFESTYLE
installed,5,Negative,LIFESTYLE
thing,5,Negative,LIFESTYLE
helps,5,Negative,LIFESTYLE
book,5,Negative,LIFESTYLE
hard,5,Negative,LIFESTYLE
email,5,Negative,LIFESTYLE
allow,5,Negative,LIFESTYLE
said,5,Negative,LIFESTYLE
says,5,Negative,LIFESTYLE
disappointed,5,Negative,LIFESTYLE
properties,5,Negative,LIFESTYLE
code,5,Negative,LIFESTYLE
voice,5,Negative,LIFESTYLE
well,4,Negative,LIFESTYLE
pop,4,Negative,LIFESTYLE
enough,4,Negative,LIFESTYLE
boring,4,Negative,LIFESTYLE
wanted,4,Negative,LIFESTYLE
simple,4,Negative,LIFESTYLE
find,4,Negative,LIFESTYLE
others,7,Positive,LIBRARIES_AND_DEMO
others,1,Negative,BEAUTY
annoying,4,Negative,LIFESTYLE
love,4,Negative,LIFESTYLE
game,4,Negative,LIFESTYLE
people,4,Negative,LIFESTYLE
change,4,Negative,LIFESTYLE
icon,4,Negative,LIFESTYLE
problem,4,Negative,LIFESTYLE
emoji,4,Negative,LIFESTYLE
disappointing,4,Negative,LIFESTYLE
think,4,Negative,LIFESTYLE
otherwise,13,Positive,SHOPPING
put,4,Negative,LIFESTYLE
cant,4,Negative,LIFESTYLE
doesnt,4,Negative,LIFESTYLE
team,4,Negative,LIFESTYLE
pictures,4,Negative,LIFESTYLE
n,4,Negative,LIFESTYLE
ask,4,Negative,LIFESTYLE
uninstalled,4,Negative,LIFESTYLE
function,4,Negative,LIFESTYLE
entel,4,Negative,LIFESTYLE
going,4,Negative,LIFESTYLE
always,4,Negative,LIFESTYLE
tried,4,Negative,LIFESTYLE
crashing,4,Negative,LIFESTYLE
money,4,Negative,LIFESTYLE
world,4,Negative,LIFESTYLE
install,4,Negative,LIFESTYLE
crashes,4,Negative,LIFESTYLE
due,4,Negative,LIFESTYLE
handle,4,Negative,LIFESTYLE
takes,4,Negative,LIFESTYLE
interface,4,Negative,LIFESTYLE
pain,4,Negative,LIFESTYLE
otherwise,2,Negative,EDUCATION
tell,4,Negative,LIFESTYLE
help,4,Negative,LIFESTYLE
see,4,Negative,LIFESTYLE
customer,4,Negative,LIFESTYLE
size,4,Negative,LIFESTYLE
days,4,Negative,LIFESTYLE
compared,4,Negative,LIFESTYLE
wrong,4,Negative,LIFESTYLE
cannot,4,Negative,LIFESTYLE
car,4,Negative,LIFESTYLE
camera,4,Negative,LIFESTYLE
pretty,3,Negative,LIFESTYLE
limited,3,Negative,LIFESTYLE
something,3,Negative,LIFESTYLE
got,3,Negative,LIFESTYLE
try,3,Negative,LIFESTYLE
otherwise,3,Neutral,ENTERTAINMENT
nothing,3,Negative,LIFESTYLE
best,3,Negative,LIFESTYLE
many,3,Negative,LIFESTYLE
different,3,Negative,LIFESTYLE
that's,3,Negative,LIFESTYLE
stay,3,Negative,LIFESTYLE
frustrating,3,Negative,LIFESTYLE
better,3,Negative,LIFESTYLE
look,3,Negative,LIFESTYLE
issues,3,Negative,LIFESTYLE
mine,3,Negative,LIFESTYLE
can't,23,Neutral,LIFESTYLE
like,21,Neutral,LIFESTYLE
work,16,Neutral,LIFESTYLE
want,12,Neutral,LIFESTYLE
see,11,Neutral,LIFESTYLE
time,11,Neutral,LIFESTYLE
nothing,9,Neutral,LIFESTYLE
know,8,Neutral,LIFESTYLE
open,7,Neutral,LIFESTYLE
read,6,Neutral,LIFESTYLE
force,6,Neutral,LIFESTYLE
even,5,Neutral,LIFESTYLE
problem,5,Neutral,LIFESTYLE
would,5,Neutral,LIFESTYLE
every,5,Neutral,LIFESTYLE
crash,5,Neutral,LIFESTYLE
phone,4,Neutral,LIFESTYLE
write,4,Neutral,LIFESTYLE
days,4,Neutral,LIFESTYLE
next,4,Neutral,LIFESTYLE
lot,4,Neutral,LIFESTYLE
used,4,Neutral,LIFESTYLE
anymore,4,Neutral,LIFESTYLE
content,4,Neutral,LIFESTYLE
crashing,4,Neutral,LIFESTYLE
without,4,Neutral,LIFESTYLE
diary,4,Neutral,LIFESTYLE
sd,4,Neutral,LIFESTYLE
pictures,4,Neutral,LIFESTYLE
step,4,Neutral,LIFESTYLE
page,4,Neutral,LIFESTYLE
oh,4,Neutral,LIFESTYLE
crashes,4,Neutral,LIFESTYLE
try,4,Neutral,LIFESTYLE
minutes,4,Neutral,LIFESTYLE
stuck,4,Neutral,LIFESTYLE
works,4,Neutral,LIFESTYLE
otherwise,5,Positive,WEATHER
almost,4,Neutral,LIFESTYLE
uninstalling,4,Neutral,LIFESTYLE
watch,4,Neutral,LIFESTYLE
location,4,Neutral,LIFESTYLE
always,4,Neutral,LIFESTYLE
update,4,Neutral,LIFESTYLE
quality,4,Neutral,LIFESTYLE
fix,4,Neutral,LIFESTYLE
htc,4,Neutral,LIFESTYLE
furniture,4,Neutral,LIFESTYLE
design,4,Neutral,LIFESTYLE
think,3,Neutral,LIFESTYLE
people,3,Neutral,LIFESTYLE
showing,3,Neutral,LIFESTYLE
event,3,Neutral,LIFESTYLE
name,3,Neutral,LIFESTYLE
keyboard,3,Neutral,LIFESTYLE
error,3,Neutral,LIFESTYLE
add,3,Neutral,LIFESTYLE
well,3,Neutral,LIFESTYLE
using,3,Neutral,LIFESTYLE
load,3,Neutral,LIFESTYLE
things,3,Neutral,LIFESTYLE
go,3,Neutral,LIFESTYLE
check,3,Neutral,LIFESTYLE
picture,3,Neutral,LIFESTYLE
shows,3,Neutral,LIFESTYLE
show,3,Neutral,LIFESTYLE
application,3,Neutral,LIFESTYLE
balance,3,Neutral,LIFESTYLE
left,3,Neutral,LIFESTYLE
use,3,Neutral,LIFESTYLE
installed,3,Neutral,LIFESTYLE
buy,3,Neutral,LIFESTYLE
details,3,Neutral,LIFESTYLE
n,3,Neutral,LIFESTYLE
version,3,Neutral,LIFESTYLE
english,3,Neutral,LIFESTYLE
vogue,3,Neutral,LIFESTYLE
tested,3,Neutral,LIFESTYLE
release,3,Neutral,LIFESTYLE
anna,3,Neutral,LIFESTYLE
must,3,Neutral,LIFESTYLE
embarrassed,3,Neutral,LIFESTYLE
crash!,3,Neutral,LIFESTYLE
believe,3,Neutral,LIFESTYLE
v,3,Neutral,LIFESTYLE
g,3,Neutral,LIFESTYLE
e!!,3,Neutral,LIFESTYLE
crappy,3,Neutral,LIFESTYLE
crashed,3,Neutral,LIFESTYLE
upsetting,3,Neutral,LIFESTYLE
lost,3,Neutral,LIFESTYLE
interest,3,Neutral,LIFESTYLE
fashion,3,Neutral,LIFESTYLE
samsung,3,Neutral,LIFESTYLE
user,3,Neutral,LIFESTYLE
stop,3,Neutral,LIFESTYLE
everytime,3,Neutral,LIFESTYLE
ughh,3,Neutral,LIFESTYLE
thank,3,Neutral,LIFESTYLE
view,3,Neutral,LIFESTYLE
updated,3,Neutral,LIFESTYLE
change,3,Neutral,LIFESTYLE
camera,3,Neutral,LIFESTYLE
also,3,Neutral,LIFESTYLE
home,3,Neutral,LIFESTYLE
room,3,Neutral,LIFESTYLE
floor,3,Neutral,LIFESTYLE
two,2,Neutral,LIFESTYLE
cakes,2,Neutral,LIFESTYLE
could,2,Neutral,LIFESTYLE
rubbish,2,Neutral,LIFESTYLE
save,2,Neutral,LIFESTYLE
j,2,Neutral,LIFESTYLE
allow,2,Neutral,LIFESTYLE
type,2,Neutral,LIFESTYLE
title,2,Neutral,LIFESTYLE
already,2,Neutral,LIFESTYLE
going,2,Neutral,LIFESTYLE
issue,2,Neutral,LIFESTYLE
apps,2,Neutral,LIFESTYLE
enter,2,Neutral,LIFESTYLE
favourite,2,Neutral,LIFESTYLE
delete,2,Neutral,LIFESTYLE
saved,2,Neutral,LIFESTYLE
access,2,Neutral,LIFESTYLE
deleting,2,Neutral,LIFESTYLE
business,2,Neutral,LIFESTYLE
password,2,Neutral,LIFESTYLE
love,2,Neutral,LIFESTYLE
started,2,Neutral,LIFESTYLE
happen,2,Neutral,LIFESTYLE
cannot,2,Neutral,LIFESTYLE
memories,2,Neutral,LIFESTYLE
card,2,Neutral,LIFESTYLE
says,2,Neutral,LIFESTYLE
email,2,Neutral,LIFESTYLE
network,2,Neutral,LIFESTYLE
yet,2,Neutral,LIFESTYLE
helpful,2,Neutral,LIFESTYLE
need,2,Neutral,LIFESTYLE
photos,2,Neutral,LIFESTYLE
found,2,Neutral,LIFESTYLE
videos,2,Neutral,LIFESTYLE
otherwise,1,Neutral,MAPS_AND_NAVIGATION
entel,2,Neutral,LIFESTYLE
points,2,Neutral,LIFESTYLE
put,2,Neutral,LIFESTYLE
oneplus,2,Neutral,LIFESTYLE
data,2,Neutral,LIFESTYLE
pay,2,Neutral,LIFESTYLE
made,2,Neutral,LIFESTYLE
happens,2,Neutral,LIFESTYLE
notes,211,Positive,PRODUCTIVITY
like,197,Positive,PRODUCTIVITY
good,171,Positive,PRODUCTIVITY
phone,163,Positive,PRODUCTIVITY
great,160,Positive,PRODUCTIVITY
love,154,Positive,PRODUCTIVITY
would,138,Positive,PRODUCTIVITY
pdf,119,Positive,PRODUCTIVITY
best,117,Positive,PRODUCTIVITY
easy,104,Positive,PRODUCTIVITY
even,103,Positive,PRODUCTIVITY
need,102,Positive,PRODUCTIVITY
used,101,Positive,PRODUCTIVITY
also,99,Positive,PRODUCTIVITY
time,98,Positive,PRODUCTIVITY
using,98,Positive,PRODUCTIVITY
note,94,Positive,PRODUCTIVITY
work,90,Positive,PRODUCTIVITY
keep,84,Positive,PRODUCTIVITY
back,82,Positive,PRODUCTIVITY
google,79,Positive,PRODUCTIVITY
can't,78,Positive,PRODUCTIVITY
update,77,Positive,PRODUCTIVITY
many,77,Positive,PRODUCTIVITY
new,76,Positive,PRODUCTIVITY
able,73,Positive,PRODUCTIVITY
much,73,Positive,PRODUCTIVITY
could,73,Positive,PRODUCTIVITY
option,73,Positive,PRODUCTIVITY
want,73,Positive,PRODUCTIVITY
better,72,Positive,PRODUCTIVITY
list,71,Positive,PRODUCTIVITY
add,70,Positive,PRODUCTIVITY
free,70,Positive,PRODUCTIVITY
feature,70,Positive,PRODUCTIVITY
adobe,68,Positive,PRODUCTIVITY
lists,66,Positive,PRODUCTIVITY
open,66,Positive,PRODUCTIVITY
years,65,Positive,PRODUCTIVITY
use,62,Positive,PRODUCTIVITY
problem,60,Positive,PRODUCTIVITY
calendar,60,Positive,PRODUCTIVITY
simple,60,Positive,PRODUCTIVITY
without,58,Positive,PRODUCTIVITY
see,58,Positive,PRODUCTIVITY
screen,58,Positive,PRODUCTIVITY
useful,58,Positive,PRODUCTIVITY
full,58,Positive,PRODUCTIVITY
keyboard,56,Positive,PRODUCTIVITY
works,54,Positive,PRODUCTIVITY
features,53,Positive,PRODUCTIVITY
reminders,52,Positive,PRODUCTIVITY
things,50,Positive,PRODUCTIVITY
nice,50,Positive,PRODUCTIVITY
text,50,Positive,PRODUCTIVITY
file,50,Positive,PRODUCTIVITY
go,48,Positive,PRODUCTIVITY
think,47,Positive,PRODUCTIVITY
day,47,Positive,PRODUCTIVITY
widget,47,Positive,PRODUCTIVITY
fix,47,Positive,PRODUCTIVITY
wish,46,Positive,PRODUCTIVITY
every,46,Positive,PRODUCTIVITY
cloud,46,Positive,PRODUCTIVITY
working,46,Positive,PRODUCTIVITY
people,45,Positive,PRODUCTIVITY
lot,45,Positive,PRODUCTIVITY
stars,45,Positive,PRODUCTIVITY
important,44,Positive,PRODUCTIVITY
version,43,Positive,PRODUCTIVITY
change,43,Positive,PRODUCTIVITY
find,42,Positive,PRODUCTIVITY
everything,42,Positive,PRODUCTIVITY
apps,41,Positive,PRODUCTIVITY
give,41,Positive,PRODUCTIVITY
device,41,Positive,PRODUCTIVITY
never,41,Positive,PRODUCTIVITY
set,40,Positive,PRODUCTIVITY
recommend,40,Positive,PRODUCTIVITY
well,40,Positive,PRODUCTIVITY
thank,39,Positive,PRODUCTIVITY
thing,39,Positive,PRODUCTIVITY
otherwise,2,Negative,BOOKS_AND_REFERENCE
sync,38,Positive,PRODUCTIVITY
android,38,Positive,PRODUCTIVITY
email,38,Positive,PRODUCTIVITY
issue,37,Positive,PRODUCTIVITY
save,37,Positive,PRODUCTIVITY
etc,37,Positive,PRODUCTIVITY
one,37,Positive,PRODUCTIVITY
thanks,37,Positive,PRODUCTIVITY
know,37,Positive,PRODUCTIVITY
page,36,Positive,PRODUCTIVITY
devices,36,Positive,PRODUCTIVITY
tried,35,Positive,PRODUCTIVITY
something,35,Positive,PRODUCTIVITY
help,35,Positive,PRODUCTIVITY
review,35,Positive,PRODUCTIVITY
ads,35,Positive,PRODUCTIVITY
documents,35,Positive,PRODUCTIVITY
take,34,Positive,PRODUCTIVITY
first,34,Positive,PRODUCTIVITY
since,34,Positive,PRODUCTIVITY
options,34,Positive,PRODUCTIVITY
settings,34,Positive,PRODUCTIVITY
made,34,Positive,PRODUCTIVITY
write,33,Positive,PRODUCTIVITY
put,33,Positive,PRODUCTIVITY
data,33,Positive,PRODUCTIVITY
perfect,33,Positive,PRODUCTIVITY
far,33,Positive,PRODUCTIVITY
reader,33,Positive,PRODUCTIVITY
awesome,32,Positive,PRODUCTIVITY
storage,32,Positive,PRODUCTIVITY
old,31,Positive,PRODUCTIVITY
fast,31,Positive,PRODUCTIVITY
space,30,Positive,PRODUCTIVITY
two,30,Positive,PRODUCTIVITY
try,30,Positive,PRODUCTIVITY
tasks,30,Positive,PRODUCTIVITY
reminder,30,Positive,PRODUCTIVITY
look,29,Positive,PRODUCTIVITY
saved,29,Positive,PRODUCTIVITY
works,2,Neutral,COMMUNICATION
delete,29,Positive,PRODUCTIVITY
anything,28,Positive,PRODUCTIVITY
says,28,Positive,PRODUCTIVITY
looking,28,Positive,PRODUCTIVITY
edit,28,Positive,PRODUCTIVITY
share,28,Positive,PRODUCTIVITY
allow,28,Positive,PRODUCTIVITY
last,28,Positive,PRODUCTIVITY
cannot,27,Positive,PRODUCTIVITY
star,27,Positive,PRODUCTIVITY
color,27,Positive,PRODUCTIVITY
search,27,Positive,PRODUCTIVITY
amazing,26,Positive,PRODUCTIVITY
days,26,Positive,PRODUCTIVITY
across,26,Positive,PRODUCTIVITY
available,26,Positive,PRODUCTIVITY
password,26,Positive,PRODUCTIVITY
view,26,Positive,PRODUCTIVITY
daily,25,Positive,PRODUCTIVITY
added,25,Positive,PRODUCTIVITY
store,25,Positive,PRODUCTIVITY
sure,25,Positive,PRODUCTIVITY
fine,25,Positive,PRODUCTIVITY
that's,25,Positive,PRODUCTIVITY
pc,25,Positive,PRODUCTIVITY
access,25,Positive,PRODUCTIVITY
highly,24,Positive,PRODUCTIVITY
date,24,Positive,PRODUCTIVITY
year,24,Positive,PRODUCTIVITY
i'd,24,Positive,PRODUCTIVITY
recording,24,Positive,PRODUCTIVITY
lost,24,Positive,PRODUCTIVITY
mode,24,Positive,PRODUCTIVITY
create,24,Positive,PRODUCTIVITY
notes,45,Negative,PRODUCTIVITY
open,45,Negative,PRODUCTIVITY
update,41,Negative,PRODUCTIVITY
can't,37,Negative,PRODUCTIVITY
phone,37,Negative,PRODUCTIVITY
time,36,Negative,PRODUCTIVITY
file,33,Negative,PRODUCTIVITY
work,30,Negative,PRODUCTIVITY
google,28,Negative,PRODUCTIVITY
even,27,Negative,PRODUCTIVITY
like,27,Negative,PRODUCTIVITY
screen,25,Negative,PRODUCTIVITY
need,24,Negative,PRODUCTIVITY
add,23,Negative,PRODUCTIVITY
want,23,Negative,PRODUCTIVITY
option,22,Negative,PRODUCTIVITY
bad,20,Negative,PRODUCTIVITY
note,20,Negative,PRODUCTIVITY
list,20,Negative,PRODUCTIVITY
used,20,Negative,PRODUCTIVITY
widget,20,Negative,PRODUCTIVITY
back,19,Negative,PRODUCTIVITY
cloud,19,Negative,PRODUCTIVITY
new,18,Negative,PRODUCTIVITY
pdf,18,Negative,PRODUCTIVITY
every,17,Negative,PRODUCTIVITY
keep,17,Negative,PRODUCTIVITY
find,17,Negative,PRODUCTIVITY
fix,16,Negative,PRODUCTIVITY
would,16,Negative,PRODUCTIVITY
pathetic,2,Negative,HOUSE_AND_HOME
slow,15,Negative,PRODUCTIVITY
annoying,15,Negative,PRODUCTIVITY
useless,14,Negative,PRODUCTIVITY
problem,14,Negative,PRODUCTIVITY
using,14,Negative,PRODUCTIVITY
try,14,Negative,PRODUCTIVITY
go,13,Negative,PRODUCTIVITY
account,13,Negative,PRODUCTIVITY
create,13,Negative,PRODUCTIVITY
folder,13,Negative,PRODUCTIVITY
hate,13,Negative,PRODUCTIVITY
text,13,Negative,PRODUCTIVITY
files,13,Negative,PRODUCTIVITY
also,12,Negative,PRODUCTIVITY
good,12,Negative,PRODUCTIVITY
save,12,Negative,PRODUCTIVITY
issues,12,Negative,PRODUCTIVITY
trying,12,Negative,PRODUCTIVITY
version,12,Negative,PRODUCTIVITY
drive,12,Negative,PRODUCTIVITY
space,12,Negative,PRODUCTIVITY
could,12,Negative,PRODUCTIVITY
long,12,Negative,PRODUCTIVITY
shopping,12,Negative,PRODUCTIVITY
icon,11,Negative,PRODUCTIVITY
previous,11,Negative,PRODUCTIVITY
see,11,Negative,PRODUCTIVITY
unable,11,Negative,PRODUCTIVITY
features,11,Negative,PRODUCTIVITY
storage,11,Negative,PRODUCTIVITY
better,10,Negative,PRODUCTIVITY
pathetic,2,Negative,ART_AND_DESIGN
day,10,Negative,PRODUCTIVITY
task,10,Negative,PRODUCTIVITY
missing,10,Negative,PRODUCTIVITY
anything,10,Negative,PRODUCTIVITY
write,10,Negative,PRODUCTIVITY
well,10,Negative,PRODUCTIVITY
know,10,Negative,PRODUCTIVITY
put,10,Negative,PRODUCTIVITY
copy,10,Negative,PRODUCTIVITY
android,10,Negative,PRODUCTIVITY
uninstall,10,Negative,PRODUCTIVITY
much,10,Negative,PRODUCTIVITY
working,9,Negative,PRODUCTIVITY
making,9,Negative,PRODUCTIVITY
page,9,Negative,PRODUCTIVITY
enough,9,Negative,PRODUCTIVITY
allow,9,Negative,PRODUCTIVITY
pls,9,Negative,PRODUCTIVITY
first,9,Negative,PRODUCTIVITY
stupid,9,Negative,PRODUCTIVITY
